accuracy,precision,recall,f1,fpr,fnr,model,oversample,applicable,n_features,attack,asr,family,epsilon,iters,confidence,n_train,n_categorical_selected,categorical_selected,resampled,seed
0.9026037101092184,0.9671477023342422,0.9030395231146574,0.9339948300499332,0.0988,0.0969604768853426,LR,smote,True,15.0,CW_c0.0_it10,0.0012319647468549,CW,,10.0,0.0,,,,,42
0.9001634722452557,0.967221869888848,0.8996553758266324,0.932215931025608,0.0982,0.1003446241733676,SVM,smote,True,15.0,CW_c0.0_it10,0.0057096827690776,CW,,10.0,0.0,,,,,42
0.237698121253761,0.50229134842383,0.1122978049613462,0.1835574727226592,0.3584,0.8877021950386538,RF,smote,True,15.0,CW_c0.0_it10,0.7616622047430642,CW,,10.0,0.0,,,,,42
0.0428581582127034,0.137277477637056,0.0481231953801732,0.0712643678160919,0.9741,0.9518768046198268,MLP,smote,True,15.0,CW_c0.0_it10,0.9561467933379136,CW,,10.0,0.0,,,,,42
0.9021298775142742,0.9668462357009844,0.9026980036635724,0.9336715852346622,0.0997,0.0973019963364277,LR,smote,True,15.0,CW_c0.5_it10,0.0017294889715463,CW,,10.0,0.5,,,,,42
0.9001160889857613,0.9670326003536988,0.899779564717936,0.9321946669239924,0.0988,0.100220435282064,SVM,smote,True,15.0,CW_c0.5_it10,0.0057807576583193,CW,,10.0,0.5,,,,,42
0.2175602359686322,0.4372407435858043,0.0883603961625632,0.1470117258122837,0.3663,0.9116396038374368,RF,smote,True,15.0,CW_c0.5_it10,0.7817290151389514,CW,,10.0,0.5,,,,,42
0.0356559027695515,0.1192973021421529,0.0413238535812971,0.0613844947654844,0.9826,0.9586761464187028,MLP,smote,True,15.0,CW_c0.5_it10,0.9640361060437348,CW,,10.0,0.5,,,,,42
0.9037882915965788,0.9680723692962618,0.9037225620168275,0.9347913354850104,0.096,0.0962774379831724,LR,smotenc,True,,clean,0.0,,,,,257668.0,2.0,proto;conn_state,True,42
0.9058731550143334,0.9709139426284188,0.9037225620168275,0.9361141037804114,0.0872,0.0962774379831724,SVM,smotenc,True,,clean,0.0,,,,,257668.0,2.0,proto;conn_state,True,42
