accuracy,precision,recall,f1,fpr,fnr,model,config,attack,asr,best_params,family,epsilon,iters,confidence,n_samples,n_eligible,mean_l2,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s,seed
0.5089435902295719,0.7548610494539643,0.5279269769319135,0.6213209098383119,0.5522,0.4720730230680866,LR,tuned,PGD_eps0.15_it25,0.4202895117155109,"{'class_weight': None, 'C': 1.0}",PGD,0.15,25.0,,,,,,,,,7
0.0875405719159421,0.2223200916057429,0.0783631904126175,0.1158808135530967,0.8829,0.9216368095873824,LR,tuned,PGD_eps0.3_it10,0.8519510057096827,"{'class_weight': None, 'C': 1.0}",PGD,0.3,10.0,,,,,,,,,7
0.1046933118529223,0.2693611042234895,0.1011828991896674,0.1471066173151575,0.884,0.8988171008103325,LR,tuned,PGD_eps0.3_it25,0.8348219574024497,"{'class_weight': None, 'C': 1.0}",PGD,0.3,25.0,,,,,,,,,7
0.0624274443838991,0.1477761836441893,0.0479679592660436,0.0724264016501031,0.891,0.9520320407339564,LR,tuned,PGD_eps0.5_it10,0.8774668909474282,"{'class_weight': None, 'C': 1.0}",PGD,0.5,10.0,,,,,,,,,7
0.06174038712123,0.1473674170164059,0.0479679592660436,0.0723772046939779,0.8939,0.9520320407339564,LR,tuned,PGD_eps0.5_it25,0.8781539482100974,"{'class_weight': None, 'C': 1.0}",PGD,0.5,25.0,,,,,,,,,7
0.0551541140515056,0.1434944237918215,0.0479369120432177,0.0718657636901021,0.9216,0.9520630879567824,LR,tuned,PGD_eps0.75_it10,0.8847876045393163,"{'class_weight': None, 'C': 1.0}",PGD,0.75,10.0,,,,,,,,,7
0.0548935061242862,0.1433478785628075,0.0479369120432177,0.0718473708701721,0.9227,0.9520630879567824,LR,tuned,PGD_eps0.75_it25,0.8850245208367884,"{'class_weight': None, 'C': 1.0}",PGD,0.75,25.0,,,,,,,,,7
0.8926295339856428,0.9524603563838484,0.9044366481418236,0.927827499442622,0.1454,0.0955633518581762,LR,tuned,CW_c0.0_it10,0.0141675945888317,"{'class_weight': None, 'C': 1.0}",CW,,10.0,0.0,,,,,,,,7
0.8923689260584236,0.95026365470998,0.9063926231798566,0.9278098234574376,0.1528,0.0936073768201434,LR,tuned,CW_c0.5_it10,0.0167973654907721,"{'class_weight': None, 'C': 1.0}",CW,,10.0,0.5,,,,,,,,7
0.06,0.0416666666666666,0.04,0.0408163265306122,0.92,0.96,LR,tuned,HopSkipJump_direct,1.0,"{'class_weight': None, 'C': 1.0}",,,,,100.0,94.0,0.3200882971286773,557.0,0.0,0.0,0.9039707183837892,7
0.9028169347769434,0.967375037413948,0.9031016175603092,0.934134044124731,0.0981,0.0968983824396907,LR,as_submitted,clean,0.0,{'max_iter': 500},,,,,,,,,,,,7
